통계년월,통계시도명,통계시군구명,장애유형,장애정도,등록장애인수
202102,부산광역시,금정구,자폐성,심한 장애,138
202102,부산광역시,금정구,정신,심한 장애,585
202102,부산광역시,금정구,신장,심한 장애,367
202102,부산광역시,금정구,심장,심한 장애,31
202102,부산광역시,금정구,지체,심한 장애,951
202102,부산광역시,금정구,호흡기,심한 장애,67
202102,부산광역시,금정구,간,심한 장애,3
202102,부산광역시,금정구,안면,심한 장애,1
202102,부산광역시,금정구,장루.요루,심한 장애,7
202102,부산광역시,금정구,뇌전증,심한 장애,11
202102,부산광역시,금정구,지체,심하지 않은 장애,3843
202102,부산광역시,금정구,시각,심하지 않은 장애,1035
202102,부산광역시,금정구,청각,심하지 않은 장애,1473
202102,부산광역시,금정구,시각,심한 장애,235
202102,부산광역시,금정구,언어,심하지 않은 장애,43
202102,부산광역시,금정구,뇌병변,심하지 않은 장애,548
202102,부산광역시,금정구,신장,심하지 않은 장애,107
202102,부산광역시,금정구,심장,심하지 않은 장애,4
202102,부산광역시,금정구,호흡기,심하지 않은 장애,2
202102,부산광역시,금정구,간,심하지 않은 장애,70
202102,부산광역시,금정구,안면,심하지 않은 장애,10
202102,부산광역시,금정구,장루.요루,심하지 않은 장애,71
202102,부산광역시,금정구,뇌전증,심하지 않은 장애,27
202102,부산광역시,금정구,청각,심한 장애,340
202102,부산광역시,금정구,언어,심한 장애,61
202102,부산광역시,금정구,지적,심한 장애,887
202102,부산광역시,강서구,지적,심한 장애,465
202102,부산광역시,강서구,뇌병변,심한 장애,317
202102,부산광역시,강서구,자폐성,심한 장애,112
202102,부산광역시,강서구,정신,심한 장애,123
202102,부산광역시,강서구,지체,심한 장애,470
202102,부산광역시,강서구,신장,심한 장애,110
202102,부산광역시,강서구,심장,심한 장애,11
202102,부산광역시,강서구,호흡기,심한 장애,18
202102,부산광역시,강서구,간,심한 장애,1
202102,부산광역시,강서구,안면,심한 장애,5
202102,부산광역시,강서구,장루.요루,심한 장애,2
202102,부산광역시,강서구,지체,심하지 않은 장애,1933
202102,부산광역시,강서구,시각,심하지 않은 장애,446
202102,부산광역시,강서구,청각,심하지 않은 장애,501
202102,부산광역시,강서구,언어,심하지 않은 장애,27
202102,부산광역시,강서구,뇌병변,심하지 않은 장애,203
202102,부산광역시,강서구,신장,심하지 않은 장애,69
202102,부산광역시,강서구,시각,심한 장애,59
202102,부산광역시,강서구,심장,심하지 않은 장애,2
202102,부산광역시,강서구,호흡기,심하지 않은 장애,1
202102,부산광역시,강서구,간,심하지 않은 장애,37
202102,부산광역시,강서구,안면,심하지 않은 장애,3
202102,부산광역시,강서구,장루.요루,심하지 않은 장애,24
202102,부산광역시,강서구,뇌전증,심하지 않은 장애,6
202102,부산광역시,강서구,청각,심한 장애,140
202102,부산광역시,강서구,언어,심한 장애,23
202102,부산광역시,연제구,지적,심한 장애,716
202102,부산광역시,연제구,뇌병변,심한 장애,624
202102,부산광역시,연제구,자폐성,심한 장애,118
202102,부산광역시,연제구,정신,심한 장애,409
202102,부산광역시,연제구,신장,심한 장애,316
202102,부산광역시,연제구,심장,심한 장애,14
202102,부산광역시,연제구,호흡기,심한 장애,60
202102,부산광역시,연제구,간,심한 장애,8
202102,부산광역시,연제구,안면,심한 장애,3
202102,부산광역시,연제구,장루.요루,심한 장애,2
202102,부산광역시,연제구,시각,심한 장애,157
202102,부산광역시,연제구,뇌전증,심한 장애,4
202102,부산광역시,연제구,지체,심하지 않은 장애,3420
202102,부산광역시,연제구,시각,심하지 않은 장애,896
202102,부산광역시,연제구,청각,심하지 않은 장애,1090
202102,부산광역시,연제구,지체,심한 장애,788
202102,부산광역시,연제구,언어,심하지 않은 장애,50
202102,부산광역시,연제구,뇌병변,심하지 않은 장애,502
202102,부산광역시,연제구,신장,심하지 않은 장애,127
202102,부산광역시,연제구,호흡기,심하지 않은 장애,1
202102,부산광역시,연제구,간,심하지 않은 장애,43
202102,부산광역시,연제구,안면,심하지 않은 장애,7
202102,부산광역시,연제구,청각,심한 장애,286
202102,부산광역시,연제구,장루.요루,심하지 않은 장애,64
202102,부산광역시,연제구,뇌전증,심하지 않은 장애,17
202102,부산광역시,연제구,언어,심한 장애,46
202102,부산광역시,수영구,지적,심한 장애,492
202102,부산광역시,수영구,뇌병변,심한 장애,579
202102,부산광역시,수영구,지체,심한 장애,685
202102,부산광역시,수영구,자폐성,심한 장애,145
202102,부산광역시,수영구,정신,심한 장애,364
202102,부산광역시,수영구,신장,심한 장애,300
202102,부산광역시,수영구,심장,심한 장애,18
202102,부산광역시,수영구,호흡기,심한 장애,43
202102,부산광역시,수영구,간,심한 장애,5
202102,부산광역시,수영구,안면,심한 장애,4
202102,부산광역시,수영구,장루.요루,심한 장애,4
202102,부산광역시,수영구,뇌전증,심한 장애,4
202102,부산광역시,수영구,지체,심하지 않은 장애,2841
202102,부산광역시,수영구,시각,심하지 않은 장애,717
202102,부산광역시,수영구,청각,심하지 않은 장애,887
202102,부산광역시,수영구,언어,심하지 않은 장애,34
202102,부산광역시,수영구,시각,심한 장애,146
202102,부산광역시,수영구,뇌병변,심하지 않은 장애,375
202102,부산광역시,수영구,신장,심하지 않은 장애,111
202102,부산광역시,수영구,심장,심하지 않은 장애,4
202102,부산광역시,수영구,호흡기,심하지 않은 장애,3
202102,부산광역시,수영구,간,심하지 않은 장애,38
202102,부산광역시,수영구,안면,심하지 않은 장애,8
202102,부산광역시,수영구,장루.요루,심하지 않은 장애,53
202102,부산광역시,수영구,뇌전증,심하지 않은 장애,11
202102,부산광역시,수영구,청각,심한 장애,261
202102,부산광역시,수영구,언어,심한 장애,36
202102,부산광역시,사상구,뇌병변,심한 장애,825
202102,부산광역시,사상구,자폐성,심한 장애,124
202102,부산광역시,사상구,지체,심한 장애,1410
202102,부산광역시,사상구,정신,심한 장애,708
202102,부산광역시,사상구,신장,심한 장애,356
202102,부산광역시,사상구,심장,심한 장애,27
202102,부산광역시,사상구,호흡기,심한 장애,64
202102,부산광역시,사상구,간,심한 장애,10
202102,부산광역시,사상구,안면,심한 장애,12
202102,부산광역시,사상구,장루.요루,심한 장애,11
202102,부산광역시,사상구,뇌전증,심한 장애,16
202102,부산광역시,사상구,지체,심하지 않은 장애,4952
202102,부산광역시,사상구,시각,심하지 않은 장애,1028
202102,부산광역시,사상구,청각,심하지 않은 장애,1217
202102,부산광역시,사상구,언어,심하지 않은 장애,65
202102,부산광역시,사상구,시각,심한 장애,265
202102,부산광역시,사상구,뇌병변,심하지 않은 장애,597
202102,부산광역시,사상구,신장,심하지 않은 장애,140
202102,부산광역시,사상구,심장,심하지 않은 장애,6
202102,부산광역시,사상구,호흡기,심하지 않은 장애,4
202102,부산광역시,사상구,간,심하지 않은 장애,41
202102,부산광역시,사상구,안면,심하지 않은 장애,17
202102,부산광역시,사상구,장루.요루,심하지 않은 장애,66
202102,부산광역시,사상구,뇌전증,심하지 않은 장애,40
202102,부산광역시,사상구,청각,심한 장애,391
202102,부산광역시,사상구,언어,심한 장애,56
202102,부산광역시,사상구,지적,심한 장애,1018
202102,부산광역시,기장군,지체,심한 장애,894
202102,부산광역시,기장군,뇌병변,심한 장애,585
202102,부산광역시,기장군,자폐성,심한 장애,133
202102,부산광역시,기장군,정신,심한 장애,267
202102,부산광역시,기장군,신장,심한 장애,250
202102,부산광역시,기장군,심장,심한 장애,18
202102,부산광역시,기장군,호흡기,심한 장애,44
202102,부산광역시,기장군,간,심한 장애,5
202102,부산광역시,기장군,안면,심한 장애,4
202102,부산광역시,기장군,장루.요루,심한 장애,7
202102,부산광역시,기장군,뇌전증,심한 장애,8
202102,부산광역시,기장군,지체,심하지 않은 장애,3073
202102,부산광역시,기장군,시각,심하지 않은 장애,669
202102,부산광역시,기장군,청각,심하지 않은 장애,790
202102,부산광역시,기장군,시각,심한 장애,144
202102,부산광역시,기장군,언어,심하지 않은 장애,39
202102,부산광역시,기장군,뇌병변,심하지 않은 장애,366
202102,부산광역시,기장군,신장,심하지 않은 장애,87
202102,부산광역시,기장군,심장,심하지 않은 장애,5
202102,부산광역시,기장군,호흡기,심하지 않은 장애,1
202102,부산광역시,기장군,간,심하지 않은 장애,42
202102,부산광역시,기장군,안면,심하지 않은 장애,6
202102,부산광역시,기장군,장루.요루,심하지 않은 장애,48
202102,부산광역시,기장군,뇌전증,심하지 않은 장애,13
202102,부산광역시,기장군,청각,심한 장애,242
202102,부산광역시,기장군,언어,심한 장애,42
202102,부산광역시,기장군,지적,심한 장애,658
202102,대구광역시,중구,뇌병변,심한 장애,251
202102,대구광역시,중구,자폐성,심한 장애,33
202102,대구광역시,중구,정신,심한 장애,165
202102,대구광역시,중구,신장,심한 장애,123
202102,대구광역시,중구,지체,심한 장애,324
202102,대구광역시,중구,심장,심한 장애,5
202102,대구광역시,중구,호흡기,심한 장애,12
202102,대구광역시,중구,간,심한 장애,2
202102,대구광역시,중구,안면,심한 장애,1
202102,대구광역시,중구,장루.요루,심한 장애,2
202102,대구광역시,중구,뇌전증,심한 장애,1
202102,대구광역시,중구,지체,심하지 않은 장애,1294
202102,대구광역시,중구,시각,심한 장애,94
202102,대구광역시,중구,시각,심하지 않은 장애,316
202102,대구광역시,중구,청각,심하지 않은 장애,678
202102,대구광역시,중구,언어,심하지 않은 장애,16
202102,대구광역시,중구,뇌병변,심하지 않은 장애,210
202102,대구광역시,중구,신장,심하지 않은 장애,40
202102,대구광역시,중구,심장,심하지 않은 장애,3
202102,대구광역시,중구,간,심하지 않은 장애,17
202102,대구광역시,중구,안면,심하지 않은 장애,1
202102,대구광역시,중구,장루.요루,심하지 않은 장애,16
202102,대구광역시,중구,뇌전증,심하지 않은 장애,5
202102,대구광역시,중구,청각,심한 장애,139
202102,대구광역시,중구,언어,심한 장애,15
202102,대구광역시,중구,지적,심한 장애,258
202102,대구광역시,동구,뇌병변,심한 장애,1108
202102,대구광역시,동구,지체,심한 장애,1563
202102,대구광역시,동구,자폐성,심한 장애,185
202102,대구광역시,동구,정신,심한 장애,951
202102,대구광역시,동구,신장,심한 장애,560
202102,대구광역시,동구,심장,심한 장애,23
202102,대구광역시,동구,호흡기,심한 장애,69
202102,대구광역시,동구,간,심한 장애,5
202102,대구광역시,동구,안면,심한 장애,9
202102,대구광역시,동구,장루.요루,심한 장애,12
202102,대구광역시,동구,뇌전증,심한 장애,17
202102,대구광역시,동구,지체,심하지 않은 장애,6594
202102,대구광역시,동구,시각,심하지 않은 장애,1561
202102,대구광역시,동구,청각,심하지 않은 장애,3279
202102,대구광역시,동구,언어,심하지 않은 장애,113
202102,대구광역시,동구,뇌병변,심하지 않은 장애,831
202102,대구광역시,동구,신장,심하지 않은 장애,180
202102,대구광역시,동구,시각,심한 장애,368
202102,대구광역시,동구,심장,심하지 않은 장애,12
202102,대구광역시,동구,호흡기,심하지 않은 장애,2
202102,대구광역시,동구,간,심하지 않은 장애,99
202102,대구광역시,동구,안면,심하지 않은 장애,8
202102,대구광역시,동구,장루.요루,심하지 않은 장애,83
202102,대구광역시,동구,뇌전증,심하지 않은 장애,31
202102,대구광역시,동구,청각,심한 장애,632
202102,대구광역시,동구,언어,심한 장애,93
202102,대구광역시,동구,지적,심한 장애,1870
202102,대구광역시,서구,지적,심한 장애,951
202102,대구광역시,서구,뇌병변,심한 장애,631
202102,대구광역시,서구,자폐성,심한 장애,65
202102,대구광역시,서구,정신,심한 장애,507
202102,대구광역시,서구,신장,심한 장애,326
202102,대구광역시,서구,심장,심한 장애,16
202102,대구광역시,서구,호흡기,심한 장애,24
202102,대구광역시,서구,간,심한 장애,4
202102,대구광역시,서구,안면,심한 장애,7
202102,대구광역시,서구,장루.요루,심한 장애,5
202102,대구광역시,서구,시각,심한 장애,169
202102,대구광역시,서구,뇌전증,심한 장애,12
202102,대구광역시,서구,지체,심하지 않은 장애,4060
202102,대구광역시,서구,시각,심하지 않은 장애,990
202102,대구광역시,서구,청각,심하지 않은 장애,1908
202102,대구광역시,서구,언어,심하지 않은 장애,52
202102,대구광역시,서구,뇌병변,심하지 않은 장애,526
202102,대구광역시,서구,신장,심하지 않은 장애,76
202102,대구광역시,서구,심장,심하지 않은 장애,5
202102,대구광역시,서구,호흡기,심하지 않은 장애,1
202102,대구광역시,서구,간,심하지 않은 장애,44
202102,대구광역시,서구,안면,심하지 않은 장애,4
202102,대구광역시,서구,장루.요루,심하지 않은 장애,55
202102,대구광역시,서구,청각,심한 장애,411
202102,대구광역시,서구,뇌전증,심하지 않은 장애,30
202102,대구광역시,서구,언어,심한 장애,46
202102,대구광역시,서구,지체,심한 장애,798
202102,대구광역시,남구,지적,심한 장애,724
202102,대구광역시,남구,지체,심한 장애,625
202102,대구광역시,남구,뇌병변,심한 장애,570
202102,대구광역시,남구,자폐성,심한 장애,75
202102,대구광역시,남구,정신,심한 장애,472
202102,대구광역시,남구,신장,심한 장애,277
202102,대구광역시,남구,심장,심한 장애,12
202102,대구광역시,남구,호흡기,심한 장애,35
202102,대구광역시,남구,간,심한 장애,2
202102,대구광역시,남구,시각,심한 장애,189
202102,대구광역시,남구,안면,심한 장애,2
202102,대구광역시,남구,장루.요루,심한 장애,7
202102,대구광역시,남구,뇌전증,심한 장애,7
202102,대구광역시,남구,지체,심하지 않은 장애,2910
202102,대구광역시,남구,시각,심하지 않은 장애,762
202102,대구광역시,남구,청각,심하지 않은 장애,1786
202102,대구광역시,남구,언어,심하지 않은 장애,38
202102,대구광역시,남구,뇌병변,심하지 않은 장애,423
202102,대구광역시,남구,신장,심하지 않은 장애,68
202102,대구광역시,남구,심장,심하지 않은 장애,4
202102,대구광역시,남구,호흡기,심하지 않은 장애,2
202102,대구광역시,남구,간,심하지 않은 장애,35
202102,대구광역시,남구,안면,심하지 않은 장애,5
202102,대구광역시,남구,청각,심한 장애,327
202102,대구광역시,남구,장루.요루,심하지 않은 장애,50
202102,대구광역시,남구,뇌전증,심하지 않은 장애,18
202102,대구광역시,남구,언어,심한 장애,49
202102,대구광역시,북구,지적,심한 장애,1706
202102,대구광역시,북구,지체,심한 장애,1889
202102,대구광역시,북구,뇌병변,심한 장애,1282
202102,대구광역시,북구,자폐성,심한 장애,269
202102,대구광역시,북구,정신,심한 장애,944
202102,대구광역시,북구,신장,심한 장애,607
202102,대구광역시,북구,심장,심한 장애,32
202102,대구광역시,북구,호흡기,심한 장애,66
202102,대구광역시,북구,간,심한 장애,7
202102,대구광역시,북구,안면,심한 장애,16
202102,대구광역시,북구,장루.요루,심한 장애,9
202102,대구광역시,북구,뇌전증,심한 장애,18
202102,대구광역시,북구,지체,심하지 않은 장애,7592
202102,대구광역시,북구,시각,심하지 않은 장애,1636
202102,대구광역시,북구,청각,심하지 않은 장애,3231
202102,대구광역시,북구,시각,심한 장애,326
202102,대구광역시,북구,언어,심하지 않은 장애,92
202102,대구광역시,북구,뇌병변,심하지 않은 장애,951
202102,대구광역시,북구,신장,심하지 않은 장애,223
202102,대구광역시,북구,심장,심하지 않은 장애,10
202102,대구광역시,북구,호흡기,심하지 않은 장애,2
202102,대구광역시,북구,간,심하지 않은 장애,121
202102,대구광역시,북구,안면,심하지 않은 장애,11
202102,대구광역시,북구,장루.요루,심하지 않은 장애,89
202102,대구광역시,북구,뇌전증,심하지 않은 장애,36
202102,대구광역시,북구,청각,심한 장애,693
202102,대구광역시,북구,언어,심한 장애,110
202102,대구광역시,수성구,지적,심한 장애,1430
202102,대구광역시,수성구,지체,심한 장애,1423
202102,대구광역시,수성구,뇌병변,심한 장애,1253
202102,대구광역시,수성구,자폐성,심한 장애,241
202102,대구광역시,수성구,정신,심한 장애,855
202102,대구광역시,수성구,신장,심한 장애,594
202102,대구광역시,수성구,심장,심한 장애,34
202102,대구광역시,수성구,호흡기,심한 장애,71
202102,대구광역시,수성구,간,심한 장애,3
202102,대구광역시,수성구,시각,심한 장애,334
202102,대구광역시,수성구,안면,심한 장애,8
202102,대구광역시,수성구,장루.요루,심한 장애,4
202102,대구광역시,수성구,뇌전증,심한 장애,17
202102,대구광역시,수성구,지체,심하지 않은 장애,5682
202102,대구광역시,수성구,시각,심하지 않은 장애,1376
202102,대구광역시,수성구,청각,심하지 않은 장애,2959
202102,대구광역시,수성구,언어,심하지 않은 장애,64
202102,대구광역시,수성구,뇌병변,심하지 않은 장애,708
202102,대구광역시,수성구,신장,심하지 않은 장애,253
202102,대구광역시,수성구,심장,심하지 않은 장애,10
202102,대구광역시,수성구,청각,심한 장애,592
202102,대구광역시,수성구,호흡기,심하지 않은 장애,2
202102,대구광역시,수성구,간,심하지 않은 장애,110
202102,대구광역시,수성구,안면,심하지 않은 장애,6
202102,대구광역시,수성구,장루.요루,심하지 않은 장애,94
202102,대구광역시,수성구,뇌전증,심하지 않은 장애,35
202102,대구광역시,수성구,언어,심한 장애,76
202102,대구광역시,달서구,뇌병변,심한 장애,1688
202102,대구광역시,달서구,자폐성,심한 장애,285
202102,대구광역시,달서구,정신,심한 장애,1407
202102,대구광역시,달서구,지체,심한 장애,2429
202102,대구광역시,달서구,신장,심한 장애,867
202102,대구광역시,달서구,심장,심한 장애,40
202102,대구광역시,달서구,호흡기,심한 장애,94
202102,대구광역시,달서구,간,심한 장애,7
202102,대구광역시,달서구,안면,심한 장애,18
202102,대구광역시,달서구,장루.요루,심한 장애,13
202102,대구광역시,달서구,뇌전증,심한 장애,30
202102,대구광역시,달서구,지체,심하지 않은 장애,9102
202102,대구광역시,달서구,시각,심하지 않은 장애,2230
202102,대구광역시,달서구,시각,심한 장애,542
202102,대구광역시,달서구,청각,심하지 않은 장애,4218
202102,대구광역시,달서구,언어,심하지 않은 장애,109
202102,대구광역시,달서구,뇌병변,심하지 않은 장애,1120
202102,대구광역시,달서구,신장,심하지 않은 장애,312
202102,대구광역시,달서구,심장,심하지 않은 장애,14
202102,대구광역시,달서구,호흡기,심하지 않은 장애,3
202102,대구광역시,달서구,간,심하지 않은 장애,169
202102,대구광역시,달서구,안면,심하지 않은 장애,14
202102,대구광역시,달서구,장루.요루,심하지 않은 장애,120
202102,대구광역시,달서구,뇌전증,심하지 않은 장애,56
202102,대구광역시,달서구,청각,심한 장애,1091
202102,대구광역시,달서구,언어,심한 장애,129
202102,대구광역시,달서구,지적,심한 장애,2272
202102,대구광역시,달성군,뇌병변,심한 장애,689
202102,대구광역시,달성군,자폐성,심한 장애,109
202102,대구광역시,달성군,정신,심한 장애,719
202102,대구광역시,달성군,신장,심한 장애,302
202102,대구광역시,달성군,지체,심한 장애,1063
202102,대구광역시,달성군,심장,심한 장애,13
202102,대구광역시,달성군,호흡기,심한 장애,36
202102,대구광역시,달성군,간,심한 장애,2
202102,대구광역시,달성군,안면,심한 장애,9
202102,대구광역시,달성군,장루.요루,심한 장애,7
202102,대구광역시,달성군,뇌전증,심한 장애,14
202102,대구광역시,달성군,지체,심하지 않은 장애,4226
202102,대구광역시,달성군,시각,심한 장애,163
202102,대구광역시,달성군,시각,심하지 않은 장애,887
202102,대구광역시,달성군,청각,심하지 않은 장애,1789
202102,대구광역시,달성군,언어,심하지 않은 장애,51
202102,대구광역시,달성군,뇌병변,심하지 않은 장애,457
202102,대구광역시,달성군,신장,심하지 않은 장애,122
202102,대구광역시,달성군,심장,심하지 않은 장애,6
202102,대구광역시,달성군,호흡기,심하지 않은 장애,1
202102,대구광역시,달성군,간,심하지 않은 장애,60
202102,대구광역시,달성군,안면,심하지 않은 장애,15
202102,대구광역시,달성군,장루.요루,심하지 않은 장애,53
202102,대구광역시,달성군,뇌전증,심하지 않은 장애,14
202102,대구광역시,달성군,청각,심한 장애,496
202102,대구광역시,달성군,언어,심한 장애,62
202102,대구광역시,달성군,지적,심한 장애,1108
202102,인천광역시,중구,지체,심한 장애,537
202102,인천광역시,중구,뇌병변,심한 장애,295
202102,인천광역시,중구,자폐성,심한 장애,50
202102,인천광역시,중구,정신,심한 장애,161
202102,인천광역시,중구,신장,심한 장애,169
202102,인천광역시,중구,심장,심한 장애,8
202102,인천광역시,중구,호흡기,심한 장애,21
202102,인천광역시,중구,간,심한 장애,4
202102,인천광역시,중구,안면,심한 장애,2
202102,인천광역시,중구,장루.요루,심한 장애,5
202102,인천광역시,중구,뇌전증,심한 장애,4
202102,인천광역시,중구,지체,심하지 않은 장애,2479
202102,인천광역시,중구,시각,심하지 않은 장애,545
202102,인천광역시,중구,청각,심하지 않은 장애,812
202102,인천광역시,중구,언어,심하지 않은 장애,26
202102,인천광역시,중구,시각,심한 장애,104
202102,인천광역시,중구,뇌병변,심하지 않은 장애,234
202102,인천광역시,중구,신장,심하지 않은 장애,50
202102,인천광역시,중구,심장,심하지 않은 장애,6
202102,인천광역시,중구,간,심하지 않은 장애,32
202102,인천광역시,중구,안면,심하지 않은 장애,2
202102,인천광역시,중구,장루.요루,심하지 않은 장애,45
202102,인천광역시,중구,뇌전증,심하지 않은 장애,13
202102,인천광역시,중구,청각,심한 장애,220
202102,인천광역시,중구,언어,심한 장애,30
202102,인천광역시,중구,지적,심한 장애,418
202102,인천광역시,동구,지적,심한 장애,304
202102,인천광역시,동구,뇌병변,심한 장애,192
202102,인천광역시,동구,자폐성,심한 장애,35
202102,인천광역시,동구,정신,심한 장애,162
202102,인천광역시,동구,신장,심한 장애,120
202102,인천광역시,동구,심장,심한 장애,5
202102,인천광역시,동구,호흡기,심한 장애,15
202102,인천광역시,동구,시각,심한 장애,92
202102,인천광역시,동구,안면,심한 장애,2
202102,인천광역시,동구,장루.요루,심한 장애,1
202102,인천광역시,동구,뇌전증,심한 장애,2
202102,인천광역시,동구,지체,심하지 않은 장애,1712
202102,인천광역시,동구,시각,심하지 않은 장애,299
202102,인천광역시,동구,청각,심하지 않은 장애,835
202102,인천광역시,동구,언어,심하지 않은 장애,15
202102,인천광역시,동구,뇌병변,심하지 않은 장애,177
202102,인천광역시,동구,신장,심하지 않은 장애,25
202102,인천광역시,동구,심장,심하지 않은 장애,2
202102,인천광역시,동구,호흡기,심하지 않은 장애,1
202102,인천광역시,동구,간,심하지 않은 장애,11
202102,인천광역시,동구,안면,심하지 않은 장애,4
202102,인천광역시,동구,장루.요루,심하지 않은 장애,25
202102,인천광역시,동구,청각,심한 장애,175
202102,인천광역시,동구,뇌전증,심하지 않은 장애,6
202102,인천광역시,동구,지체,심한 장애,503
202102,인천광역시,동구,언어,심한 장애,24
202102,인천광역시,미추홀구,지적,심한 장애,1565
202102,인천광역시,미추홀구,뇌병변,심한 장애,1160
202102,인천광역시,미추홀구,자폐성,심한 장애,209
202102,인천광역시,미추홀구,정신,심한 장애,711
202102,인천광역시,미추홀구,신장,심한 장애,743
202102,인천광역시,미추홀구,심장,심한 장애,26
202102,인천광역시,미추홀구,호흡기,심한 장애,104
202102,인천광역시,미추홀구,간,심한 장애,8
202102,인천광역시,미추홀구,안면,심한 장애,15
202102,인천광역시,미추홀구,시각,심한 장애,416
202102,인천광역시,미추홀구,장루.요루,심한 장애,14
202102,인천광역시,미추홀구,뇌전증,심한 장애,19
202102,인천광역시,미추홀구,지체,심하지 않은 장애,8710
202102,인천광역시,미추홀구,시각,심하지 않은 장애,1753
202102,인천광역시,미추홀구,청각,심하지 않은 장애,3118
202102,인천광역시,미추홀구,언어,심하지 않은 장애,123
202102,인천광역시,미추홀구,뇌병변,심하지 않은 장애,836
202102,인천광역시,미추홀구,신장,심하지 않은 장애,176
202102,인천광역시,미추홀구,청각,심한 장애,735
202102,인천광역시,미추홀구,심장,심하지 않은 장애,10
202102,인천광역시,미추홀구,호흡기,심하지 않은 장애,1
202102,인천광역시,미추홀구,간,심하지 않은 장애,83
202102,인천광역시,미추홀구,안면,심하지 않은 장애,10
202102,인천광역시,미추홀구,장루.요루,심하지 않은 장애,145
202102,인천광역시,미추홀구,뇌전증,심하지 않은 장애,52
202102,인천광역시,미추홀구,언어,심한 장애,108
202102,인천광역시,미추홀구,지체,심한 장애,1944
202102,인천광역시,연수구,지적,심한 장애,1080
202102,인천광역시,연수구,뇌병변,심한 장애,830
202102,인천광역시,연수구,자폐성,심한 장애,195
202102,인천광역시,연수구,정신,심한 장애,409
202102,인천광역시,연수구,신장,심한 장애,400
202102,인천광역시,연수구,심장,심한 장애,21
202102,인천광역시,연수구,호흡기,심한 장애,54
202102,인천광역시,연수구,간,심한 장애,2
202102,인천광역시,연수구,시각,심한 장애,236
202102,인천광역시,연수구,안면,심한 장애,4
202102,인천광역시,연수구,장루.요루,심한 장애,13
202102,인천광역시,연수구,뇌전증,심한 장애,10
202102,인천광역시,연수구,지체,심하지 않은 장애,5228
202102,인천광역시,연수구,시각,심하지 않은 장애,969
202102,인천광역시,연수구,청각,심하지 않은 장애,1532
202102,인천광역시,연수구,언어,심하지 않은 장애,88
202102,인천광역시,연수구,뇌병변,심하지 않은 장애,495
202102,인천광역시,연수구,신장,심하지 않은 장애,163
202102,인천광역시,연수구,심장,심하지 않은 장애,4
202102,인천광역시,연수구,호흡기,심하지 않은 장애,2
202102,인천광역시,연수구,간,심하지 않은 장애,71
202102,인천광역시,연수구,청각,심한 장애,455
202102,인천광역시,연수구,안면,심하지 않은 장애,5
202102,인천광역시,연수구,장루.요루,심하지 않은 장애,66
202102,인천광역시,연수구,뇌전증,심하지 않은 장애,32
202102,인천광역시,연수구,지체,심한 장애,1469
202102,인천광역시,연수구,언어,심한 장애,59
202102,인천광역시,남동구,지적,심한 장애,1843
202102,인천광역시,남동구,뇌병변,심한 장애,1512
202102,인천광역시,남동구,자폐성,심한 장애,338
202102,인천광역시,남동구,정신,심한 장애,813
202102,인천광역시,남동구,신장,심한 장애,856
202102,인천광역시,남동구,심장,심한 장애,43
202102,인천광역시,남동구,호흡기,심한 장애,111
202102,인천광역시,남동구,간,심한 장애,11
202102,인천광역시,남동구,안면,심한 장애,11
202102,인천광역시,남동구,장루.요루,심한 장애,20
202102,인천광역시,남동구,시각,심한 장애,483
202102,인천광역시,남동구,뇌전증,심한 장애,19
202102,인천광역시,남동구,지체,심하지 않은 장애,9711
202102,인천광역시,남동구,시각,심하지 않은 장애,2003
202102,인천광역시,남동구,청각,심하지 않은 장애,3357
202102,인천광역시,남동구,언어,심하지 않은 장애,153
202102,인천광역시,남동구,지체,심한 장애,2671
202102,인천광역시,남동구,뇌병변,심하지 않은 장애,916
202102,인천광역시,남동구,신장,심하지 않은 장애,260
202102,인천광역시,남동구,청각,심한 장애,892
202102,인천광역시,남동구,심장,심하지 않은 장애,12
202102,인천광역시,남동구,호흡기,심하지 않은 장애,3
202102,인천광역시,남동구,간,심하지 않은 장애,114
202102,인천광역시,남동구,안면,심하지 않은 장애,13
202102,인천광역시,남동구,장루.요루,심하지 않은 장애,151
202102,인천광역시,남동구,뇌전증,심하지 않은 장애,50
202102,인천광역시,남동구,언어,심한 장애,132
202102,인천광역시,부평구,뇌병변,심한 장애,1527
202102,인천광역시,부평구,자폐성,심한 장애,267
202102,인천광역시,부평구,정신,심한 장애,963
202102,인천광역시,부평구,신장,심한 장애,896
202102,인천광역시,부평구,지체,심한 장애,2589
202102,인천광역시,부평구,심장,심한 장애,36
202102,인천광역시,부평구,호흡기,심한 장애,105
202102,인천광역시,부평구,간,심한 장애,9
202102,인천광역시,부평구,안면,심한 장애,11
202102,인천광역시,부평구,장루.요루,심한 장애,11
202102,인천광역시,부평구,뇌전증,심한 장애,23
202102,인천광역시,부평구,지체,심하지 않은 장애,9576
202102,인천광역시,부평구,시각,심하지 않은 장애,2084
202102,인천광역시,부평구,시각,심한 장애,543
202102,인천광역시,부평구,청각,심하지 않은 장애,3326
202102,인천광역시,부평구,언어,심하지 않은 장애,170
202102,인천광역시,부평구,뇌병변,심하지 않은 장애,975
202102,인천광역시,부평구,신장,심하지 않은 장애,214
202102,인천광역시,부평구,심장,심하지 않은 장애,8
202102,인천광역시,부평구,호흡기,심하지 않은 장애,1
