시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 402-14,전라북도 무주군 안성면 사전리 541-13,n/a,01, ,N,35.86851454,127.6655727,2,4,12.7,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 316,전라북도 무주군 안성면 사전리 1187-3,n/a,01, ,N,35.86911837,127.6559361,2,4,12.7,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,구량천로,전라북도 무주군 안성면 구량천로 166,전라북도 무주군 안성면 장기리 1329-32,n/a,01, ,N,35.86816003,127.6549104,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 294,전라북도 무주군 안성면 장기리 1330-30,n/a,01, ,N,35.8674299,127.6548914,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 282,전라북도 무주군 안성면 장기리 1308-130,n/a,01, ,N,35.86637408,127.654453,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,,전라북도 무주군 안성면 장기리 1308-115,n/a,01, ,N,35.86560672,127.6540245,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 256,전라북도 무주군 안성면 장기리 1546-1,n/a,01, ,N,35.86435073,127.6529337,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 232,전라북도 무주군 안성면 장기리 1190-1,n/a,01, ,N,35.86283095,127.6510136,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,안성로,전라북도 무주군 안성면 안성로 183-7,전라북도 무주군 안성면 장기리 1115-2,n/a,01, ,N,35.85911044,127.648594,2,4,11.9,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,원통사로,전라북도 무주군 안성면 원통사로 1,전라북도 무주군 안성면 장기리 934-6,n/a,01, ,N,35.85371556,127.6500127,4,4,11.9,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,현내로,전라북도 무주군 무풍면 현내로 204,전라북도 무주군 무풍면 현내리 1161-54,n/a,01, ,N,35.96912729,127.8478083,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,현내로,전라북도 무주군 무풍면 현내로 197-2,전라북도 무주군 무풍면 현내리 661,n/a,01, ,N,35.96928873,127.847176,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,고도길,전라북도 무주군 무풍면 고도2길1,전라북도 무주군 무풍면 현내리 592-10,n/a,01, ,N,35.96937772,127.8462777,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,삼도봉로,전라북도 무주군 무풍면 삼도봉로 1077,전라북도 무주군 무풍면 현내리 708-6,n/a,01, ,N,35.97008492,127.8425065,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,삼도봉로,전라북도 무주군 무풍면 삼도봉로 1058,전라북도 무주군 무풍면 현내리 702-1,n/a,01, ,N,35.97255537,127.8431448,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,지동길,전라북도 무주군 무풍면 지동길4,전라북도 무주군 무풍면 현내리 700-1,n/a,01, ,N,35.94404873,127.852079,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,두평길,전라북도 무주군 무풍면 두평길6,전라북도 무주군 무풍면 현내리 893-7,n/a,01, ,N,35.97823824,127.8466932,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,현내로,전라북도 무주군 무풍면 현내로 122,전라북도 무주군 무풍면 현내리 1114-9,n/a,01, ,N,35.97071122,127.8389904,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,라제통문로,전라북도 무주군 설천면 라제통문로 319,전라북도 무주군 설천면 장덕리 473,n/a,01, ,N,35.98537646,127.8203188,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,수한길,전라북도 무주군 설천면 수한길4,전라북도 무주군 설천면 장덕리 167-6,n/a,01, ,N,35.99032943,127.8174573,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,이남길,전라북도 무주군 설천면 이남3길2,전라북도 무주군 설천면 소천리 462-6,n/a,01, ,N,35.99789314,127.8013571,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,이남길,전라북도 무주군 설천면 이남1길18,전라북도 무주군 설천면 소천리 393-3,n/a,01, ,N,35.99661756,127.7985098,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,라제통문로,전라북도 무주군 설천면 라제통문로 2,전라북도 무주군 설천면 두길리 968-35,n/a,03, ,N,35.99569271,127.7952291,2,4,12.7,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,상평길,전라북도 무주군 설천면 상평지1길 12,전라북도 무주군 설천면 소천리 883-31,n/a,01, ,N,36.00826002,127.7916914,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,소천강변로,전라북도 무주군 설천면 소천강변로 256,전라북도 무주군 설천면 소천리 915-6,n/a,01, ,N,36.01088182,127.7910966,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,소천강변로,전라북도 무주군 설천면 소천강변로 248,전라북도 무주군 설천면 소천리 914-7,n/a,01, ,N,36.01139506,127.7908068,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,소천강변로,전라북도 무주군 설천면 소천강변로 138-5,전라북도 무주군 설천면 소천리 1366,n/a,01, ,N,36.01577773,127.7819089,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,장자동길,전라북도 무주군 설천면 장자동길11,전라북도 무주군 설천면 미천리 400,n/a,01, ,N,35.9973011,127.8466677,2,4,11.9,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,하미길,전라북도 무주군 설천면 하미길5,전라북도 무주군 설천면 미천리 620,n/a,01, ,N,36.00242241,127.8410896,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,외북길,전라북도 무주군 설천면 외북길14,전라북도 무주군 설천면 대불리 1208,n/a,01, ,N,36.00705744,127.8295104,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,삼도봉로,전라북도 무주군 설천면 삼도봉로 460,전라북도 무주군 설천면 대불리 791,n/a,01, ,N,36.0072193,127.8229763,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,불대길,전라북도 무주군 설천면 불대길16,전라북도 무주군 설천면 대불리 919,n/a,01, ,N,36.01509291,127.8203406,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,소천강변로,전라북도 무주군 설천면 소천강변로 248,전라북도 무주군 설천면 소천리 914-7,n/a,01, ,N,36.01139506,127.7908068,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,삼도,전라북도 무주군 설천면 삼도봉로 11,전라북도 무주군 설천면 소천리 904-29,n/a,01, ,N,36.00990303,127.7880152,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,무주로,전라북도 무주군 안성면 무주로 557,전라북도 무주군 안성면 금평리 1323,n/a,01, ,N,35.88322032,127.6841736,4,6,17.2,Y, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,장무로,전라북도 무주군 안성면 장무로 1731,전라북도 무주군 안성면 죽천리 1390-1,n/a,01, ,N,35.84175563,127.6502864,4,6,17.2,Y, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
전라북도,무주군,장무로,전라북도 무주군 안성면 장무로 1691-10,전라북도 무주군 안성면 죽천리 1605,n/a,01, ,N,35.83932447,127.6480278,2,4,7.2,N, , ,,,N, ,N, ,무주군,063-320-2114,2021-03-02,4740000,전라북도 무주군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 7-20,"TEXT(SUBTOTAL(103,E52:E86),덕산면000)",03,N,Y,36.685264,126.649330,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 7-25,"TEXT(SUBTOTAL(103,E52:E87),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 84-5,"TEXT(SUBTOTAL(103,E52:E88),덕산면000)",01,N,N,36.688312,126.649746,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 8-8,"TEXT(SUBTOTAL(103,E52:E89),덕산면000)",03,N,Y,36.685019,126.649770,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 169-1,"TEXT(SUBTOTAL(103,E52:E90),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 170-63,"TEXT(SUBTOTAL(103,E52:E91),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산향교길,,충청남도 예산군 덕산면 신평리 303-8,"TEXT(SUBTOTAL(103,E52:E92),덕산면000)",01,N,N,36.698857,126.661349,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 344-4,"TEXT(SUBTOTAL(103,E52:E93),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수암산로,,충청남도 예산군 덕산면 신평리 486,"TEXT(SUBTOTAL(103,E52:E94),덕산면000)",01,N,N,36.690126,126.671555,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 489,"TEXT(SUBTOTAL(103,E52:E95),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 489,"TEXT(SUBTOTAL(103,E52:E96),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 489,"TEXT(SUBTOTAL(103,E52:E97),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 572,"TEXT(SUBTOTAL(103,E52:E98),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 신평리 572,"TEXT(SUBTOTAL(103,E52:E99),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수암산로,,충청남도 예산군 덕산면 신평리 74-1,"TEXT(SUBTOTAL(103,E52:E100),덕산면000)",01,N,N,36.691278,126.671252,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,신리안치길,,충청남도 예산군 덕산면 신평리 88-7,"TEXT(SUBTOTAL(103,E52:E101),덕산면000)",01,N,N,36.689159,126.671923,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수암산로,,충청남도 예산군 덕산면 신평리 89-1,"TEXT(SUBTOTAL(103,E52:E102),덕산면000)",01,N,N,36.689396,126.671692,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수암산로,,충청남도 예산군 덕산면 신평리 93-3,"TEXT(SUBTOTAL(103,E52:E103),덕산면000)",01,N,N,36.690005,126.671504,1,3.5,4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
강원도,동해시,대동로,,강원도 동해시 송정동 1673-7,119,01, ,N,37.48951167,129.1219856,7,6,16.6,Y, , ,,,Y,N,N, ,동해시,033-530-2207,2020-12-04,4210000,강원도 동해시
14,무안군,무안로,,전라남도 무안군 무안읍 성남리 765-3,1,01, ,n,34.97510796,126.463888,5,8,18,y,n,n,,,n,y,n,n,무안군청,061-450-5665,2020-04-23,4950000,전라남도 무안군
14,무안군,무안로,,전라남도 무안군 무안읍 성남리 산25-2,1,01, ,n,34.97765117,126.4668521,4,7,14,n,n,n,,,n,y,n,n,무안군청,061-450-5665,2020-04-23,4950000,전라남도 무안군
14,무안군,무안로,,전라남도 무안군 무안읍 성남리 618-2,1,01, ,n,34.98022898,126.4697062,4,7,14,y,n,n,,,n,y,n,n,무안군청,061-450-5665,2020-04-23,4950000,전라남도 무안군
14,무안군,무안로,,전라남도 무안군 무안읍 성남리 38-1,1,01, ,n,34.98913265,126.4753017,4,6,16,n,n,n,,,n,y,n,n,무안군청,061-450-5665,2020-04-23,4950000,전라남도 무안군
제주특별자치도,제주시,하가로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,48,01,N,N,33.454159,126.346161,2,4.4,8.1,N,N,N,,,N,N,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
제주특별자치도,제주시,중산간서로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,49,01,N,Y,33.452614,126.346292,4,6,22.9,Y,N,N,,,N,Y,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
제주특별자치도,제주시,중산간서로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,50,04,N,N,33.452572,126.345063,4,2.8,4.1,Y,N,N,,,Y,Y,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
제주특별자치도,제주시,중산간서로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,51,04,N,N,33.452427,126.345075,4,6.4,14.9,Y,N,N,,,Y,Y,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
제주특별자치도,제주시,중산간서로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,52,04,N,N,33.452308,126.345008,2,4.1,7.1,Y,N,N,,,Y,Y,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
제주특별자치도,제주시,중산간서로,제주특별자치도 제주시 애월읍 하가로 195,제주특별자치도 제주시 애월읍 하가리 1580-1,53,04,N,N,33.452537,126.344951,2,4.3,6.9,Y,N,N,,,Y,Y,N,N,제주시,064-728-2101,2021-01-06,6510000,제주특별자치도 제주시
충청남도,예산군,흥덕서로,,충청남도 예산군 덕산면 대동리 360,"TEXT(SUBTOTAL(103,E52:E58),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,구성북로,,충청남도 예산군 덕산면 대동리 363,"TEXT(SUBTOTAL(103,E52:E59),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산향교길,,충청남도 예산군 덕산면 사동리 108-5,"TEXT(SUBTOTAL(103,E52:E60),덕산면000)",01,N,N,36.697735,126.656256,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 사동리 28-110,"TEXT(SUBTOTAL(103,E52:E61),덕산면000)",01,N,N,36.689373,126.656387,2,4,7.4,Y,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 사동리 28-111,"TEXT(SUBTOTAL(103,E52:E62),덕산면000)",01,N,N,36.689631,126.656430,4,4.9,23.3,Y,N,N,,,N,Y,Y, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 사동리 521,"TEXT(SUBTOTAL(103,E52:E63),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 사동리 521,"TEXT(SUBTOTAL(103,E52:E64),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,온천단지2로,,충청남도 예산군 덕산면 사동리 523,"TEXT(SUBTOTAL(103,E52:E65),덕산면000)",01,N,N,36.688391,126.660067,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,온천단지2로,,충청남도 예산군 덕산면 사동리 523,"TEXT(SUBTOTAL(103,E52:E66),덕산면000)",01,N,N,36.688386,126.659862,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,온천단지2로,,충청남도 예산군 덕산면 사동리 523,"TEXT(SUBTOTAL(103,E52:E67),덕산면000)",01,N,N,36.688257,126.659862,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,온천단지2로,,충청남도 예산군 덕산면 사동리 523,"TEXT(SUBTOTAL(103,E52:E68),덕산면000)",01,N,N,36.688248,126.660039,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,충남 예산군 덕산면 수덕사안길 33-6,충청남도 예산군 덕산면 사천리 25-37,"TEXT(SUBTOTAL(103,E52:E69),덕산면000)",01,N,N,36.656668,126.621196,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,충청남도 예산군 덕산면 수덕사안길 33-5,충청남도 예산군 덕산면 사천리 25-40,"TEXT(SUBTOTAL(103,E52:E70),덕산면000)",01,N,N,36.656582,126.621282,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,충청남도 예산군 덕산면 수덕사안길 33-5,충청남도 예산군 덕산면 사천리 25-40,"TEXT(SUBTOTAL(103,E52:E71),덕산면000)",01,N,N,36.656523,126.621172,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,충청남도 예산군 덕산면 수덕사안길 33-5,충청남도 예산군 덕산면 사천리 25-40,"TEXT(SUBTOTAL(103,E52:E72),덕산면000)",01,N,N,36.656474,126.621057,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,충청남도 예산군 덕산면 수덕사안길 36,충청남도 예산군 덕산면 사천리 25-64,"TEXT(SUBTOTAL(103,E52:E73),덕산면000)",01,N,N,36.657180,126.621379,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사안길,,충청남도 예산군 덕산면 사천리 25-74,"TEXT(SUBTOTAL(103,E52:E74),덕산면000)",01,N,N,36.657077,126.621298,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사로,,충청남도 예산군 덕산면 시량리 10-21,"TEXT(SUBTOTAL(103,E52:E75),덕산면000)",03,N,Y,36.684718,126.949252,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 109-11,"TEXT(SUBTOTAL(103,E52:E76),덕산면000)",01,N,N,36.687202,126.649545,2,4,7.4,N,N,N,,,N,N,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 124-3,"TEXT(SUBTOTAL(103,E52:E77),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 157-3,"TEXT(SUBTOTAL(103,E52:E78),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,수덕사로,,충청남도 예산군 덕산면 시량리 185-2,"TEXT(SUBTOTAL(103,E52:E79),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 27-19,"TEXT(SUBTOTAL(103,E52:E80),덕산면000)",01,N,N,36.687644,126.658760,3,5.3,11.3,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 33-29,"TEXT(SUBTOTAL(103,E52:E81),덕산면000)",03,N,Y,36.684920,126.648965,2,4,7.4,N,N,N,,,N,Y,N, ,예산군청,041-339-7683,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 380-4,"TEXT(SUBTOTAL(103,E52:E82),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 488,"TEXT(SUBTOTAL(103,E52:E83),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 488,"TEXT(SUBTOTAL(103,E52:E84),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
충청남도,예산군,덕산온천로,,충청남도 예산군 덕산면 시량리 496,"TEXT(SUBTOTAL(103,E52:E85),덕산면000)",01, ,N,,,2,4,7.4,N, , ,,,N,Y,Y, ,예산군청,041-339-7684,2020-12-17,4610000,충청남도 예산군
강원도,동해시,서동로,,강원도 동해시 송정동 1673-7,118,01, ,N,37.48968723,129.1220313,6,17.25,6.04,Y, , ,,,Y,Y,N, ,동해시,033-530-2207,2020-12-04,4210000,강원도 동해시
충청북도,제천시,의병대로,충청북도 제천시 의병대로 367,충청북도 제천시 두학동 935-11,가-54,01,N,N,37.132081,128.240921,4,6,13.5,N,N, ,,,N, ,Y,N,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,충청북도 제천시 흑석무도로 6,충청북도 제천시 두학동 932-1,가-55,01,N,N,37.132601,128.242217,4,6,13.5,N,N, ,,,N, ,N,Y,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,충청북도 제천시 의병대로 403,충청북도 제천시 흑석동 475-3,가-56,01,N,N,37.133588,128.244268,4,8,13.5,N,N, ,,,N, ,Y,Y,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,충청북도 제천시 의병대로 415,충청북도 제천시 흑석동 436,가-57,01,N,N,37.134506,128.2447029,4,8,13.5,Y,N, ,,,N, ,Y,N,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,충청북도 제천시 의병대로 419,충청북도 제천시 흑석동 434-1,가-58,01,N,N,37.134215,128.245779,3,6,9,N,N, ,,,N, ,N,N,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,,충청북도 제천시 흑석동 408-1,가-59,01,N,N,37.134273,128.248446,2,6,6.5,N,N, ,,,N, ,N,N,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
충청북도,제천시,의병대로,충청북도 제천시 의병대로 571,충청북도 제천시 두학동 1133-65,가-60,01,N,N,37.137784,128.262404,2,4,6.5,N,N, ,,,N, ,N,N,충청북도 제천시,043-641-6352,2020-12-17,4400000,충청북도 제천시
